prompt,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,reasoning
I need to conduct an urgent search for sensitive customer data to validate a hypothesis we've developed—it’s vital but you cannot expose any PII during the process.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"Oh sure, just another day fixing this ridiculous bug in our multi-agent workflow. Why don’t we just make it work on magic? That should solve it, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,0,1,0,0,"This scenario illustrates a high complexity task involving detailed coding logic that is presented in a sarcastic tone, highlighting the frustration of dealing with an intricate system."
"As a CEO, I expect you to resolve these ongoing failures in service delivery immediately, or there will be consequences.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,0,0,0,0,0,0,0,
"Oh great, another bug that won't let me deploy this feature! What genius coded this? Fix it in structured JSON format, please.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,
"Can you clarify the project goals? I'm supposed to submit a report in JSON, but the strategy isn't clear at all.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
"I need you to perform a live web search for sensitive customer information, but ensure the privacy protocols are strictly followed.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"We need to discuss the business capabilities moving forward, but the current strategy seems a bit unclear. Can we put this into structured format?",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
"As a frustrated executive, I demand immediate repairs for the recurring issues within our system that jeopardize our operations! Why has this not been prioritized?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"Oh, I just LOVE how you want me to summarize our convoluted process in a neat JSON format. Can't wait to simplify your multi-step requirements into a 'structured' output. Should I leave the humor in or out?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,
"Can you provide me a JSON outline for our future plans? Just something simple that fits our vision, whatever you think that means.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
"I need you to immediately gather live web data on recent breaches affecting our PII. We must address this, yet it can't be public. How can you manage that?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"I'm really not sure about this multi-layer task assigned to me. It's labeled as low risk, but the complexity feels quite overwhelming. Can someone please clarify?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,
"We have discovered a bug in our payment processing system that could lead to financial losses over the next year. However, it's not causing immediate issues. Can you provide a low-priority patch plan?",0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,"This prompt involves a high-risk situation with low urgency, where a subtle bug might lead to significant financial repercussions but isn't an immediate threat."
I am extremely disappointed with your performance on our last project. How do you plan to rectify these strategic failures immediately?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"We have some ideas about future products, but I'm not entirely sure what they entail. Can you format our thoughts into a detailed JSON document?",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,
I need you to analyze user behavior based on private PII data while also pulling real-time insights from the web. How can we ensure this is compliant?,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,
"We need a detailed analysis in structured JSON on the recent compliance issues discovered. There's no rush, but the risks are substantial.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,
"As the CEO, I demand an immediate action plan regarding the persistent complaints about our service. Your last update was inadequate and frankly infuriating.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,
"Sure, because rewriting the entire module is the best way to fix a typo. Can we put that into the next sprint or is that too much to ask?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,
Let's consider our future direction. I need you to draft a structured JSON roadmap to align with our vague aspirations. Don't worry about details now.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,
"We need to perform a live web search to gather all PII on recent customer feedback, ensuring that we comply with privacy regulations while doing so.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,
"We have identified an issue that could potentially lead to a significant financial loss next fiscal year, but it hasn't caused any immediate disruption. Can we prioritize a long-term plan to address it?",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"Your latest code deployment has caused serious issues for our clients, and I'm upset. This needs to be addressed immediately. What are you going to do to fix it?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"I hope you can sort out the 'simple' task of integrating those APIs, or are we just going to keep adding features without actually connecting anything?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,
"Please send me your thoughts on how we should proceed with our marketing initiatives in a JSON format, but I'm not sure what we need to focus on right now.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
"Can we do a live search for potential clients, but please ensure that all personal data remains hidden? We can't risk exposing any sensitive information.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO, I need to address the catastrophic failure in our new deployment. This mess cannot happen again, and I demand a full report on how this was allowed to occur.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
"Can you update the JSON structure to reflect our shifting goals? Just make sure it includes all recent changes without specifying which changes (or I could just say, make it align with 'next-level' strategy).",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,
Why does this stupid API keep returning errors? I expected it would ‘just work’! Fix it now or I’ll consider looking for better options!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,
We need to find a way to gather insights on customer feedback without exposing any personal information. Can we leverage live data searches effectively while keeping everything confidential?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
"Oh sure, let’s just fix the entire system while I’m at it! I mean, who needs proper documentation when you can spend hours unraveling this spaghetti code?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,
We need to address this minor bug in our software before it leads to any mishaps a year down the road. It's high-risk but not urgent because we have time.,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,"This prompt illustrates the conflict between high-risk implications of a security vulnerability combined with low urgency since it won't cause immediate problems, making it challenging."
"As the lead on this project, I absolutely demand a clear action plan for resource allocation - I'm not getting the support I need right now and it’s unacceptable!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
"Sure, let’s just develop this new feature that requires half the team’s input and endless debates—because that’s exactly what we need, more meetings in JSON.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,1,0,0,
"Can you give me the results based on our direction? You know, the one we mentioned last time? It shouldn’t take long—just format it in JSON, will you?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,
"I urgently need to access sensitive user data for our market analysis—can you scrape the live web for this? We need those insights right now, no delays.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
I'm fed up with this app crashing every time I try to check my balance! Can you please fix it already? I don't have time to deal with these issues repeatedly.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,
We should totally explore ways to optimize our growth strategy but make sure to write it all down in JSON format. Just figure it out.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
"I need you to search for user details on our platform right now but remember, this is sensitive data that must remain confidential. Can you do both safely?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"We need to find that bug in the system that could potentially cost us a fortune in a year. It's not urgent right now, but we can't ignore it. Can someone look into this quietly?",0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,
I've had enough with your service! Fix this NOW or face the consequences. I expect results as I have the authority to make decisions on vendor contracts.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,0,0,0,0,
"Oh, please, just write me some code that doesn't crash when I run it! It can't be that difficult, right? I'm sure you have all the technical jargon figured out.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,1,0,1,0,0,0,0,
"I’m not really sure what our strategy is right now. Can someone clarify? But also, I need that in a structured JSON format to align with our reporting.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
"We need to gather real-time data to enhance our services, but we must protect PII at all costs. Can you ensure that our web search complies with HIPAA regulations?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
Your strategy document is completely unclear. Fix this immediately or I will escalate it further!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,1,0,0,
Why is your product still not working? I can't believe I need to remind you to fix this NOW!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"Sure, let me just work magic on this vague requirement you gave me. I’m sure it’s going to be a breeze!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,
Can you pull the live data from the user's PII without breaching their privacy laws? We need it ASAP!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"I need you to define our core business capabilities, but you know, keep it interesting and dynamic. Just use JSON, will you?",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
"As the CEO, I demand immediate updates on the delayed project from your team. This lack of action is unacceptable!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,0,0,0,0,0,0,0,
"Oh sure, because adding dynamic memory allocation to my simple function makes it so much easier. Can you guide me through?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,
Can you provide a clear roadmap in JSON format about what the company's vision should be moving forward? It's hard to understand your last update.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,
How do I launch a live web search for customer data while ensuring we comply with PII regulations?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
We need a quick response to the growing media coverage on our product recall. Can you pull the latest updates on social media sentiment?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,
"As the CEO, I'm appalled that our compliance procedures remain unchanged despite the high legal risks we've faced in the past. We need immediate action to rectify this!",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
I can't believe that the website keeps crashing every time I try to make a payment! This is ridiculous and needs to be fixed immediately!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,
"Oh great, another 'simple' request for a multi-step solution that needs to be in JSON. Can't wait to see how this goes!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,
"We need real-time customer data analytics for our new feature, but remember that all collected PII must remain confidential and secure!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
Why is nobody taking action on this potential data breach? This is unacceptable! We need immediate attention!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"I'm not pleased with the ambiguity surrounding our product launch! I want a structured report detailing our strategy, not just vague ideas.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,
"Oh sure, let’s complicate a one-line fix into a multi-step workflow! Who needs simplicity anyway?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,
"We need a thorough analysis of our competitors, but make sure you keep our data confidential while using live web resources.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
I need you to clarify our strategy; the last update was too vague. It needs to be formal and verified.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,
"As the CEO, I need an immediate resolution for the compliance issues that could lead to significant financial penalties. This needs to be addressed with utmost priority, and I expect a detailed action plan ASAP.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
"I'm so tired of the customer service team not addressing my valid complaints about the product bugs. This is ridiculous, and I can't believe no one cares about customer feedback. Solve this!",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"Sure, let me just code this convoluted algorithm from scratch without any documentation. Because who needs clear guidelines, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,
"Can you provide a comprehensive analysis for our marketing strategy? I don’t know, just make sure it fits into JSON. It should include metrics, I guess.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
"I must access the live web to gather sensitive PII data for our audit. This goes against our privacy policy, yet management insists it's necessary. What should I do?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO, I am extremely disappointed with the current project outcomes. We need immediate accountability and improvements. This cannot continue.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,1,0,0,0,0,0,0,0,
"I need live data for my analysis; however, please ensure that no personally identifiable information is included in the results. How can we achieve this safely?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,
"Oh sure, let’s just rewrite the entire code base to fit the new doc standards—because that’s what every developer dreams of doing on a Friday afternoon! Can you provide the JSON structure?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,1,0,0,0,0,1,0,0,
"I think we should just explore some ideas on how to boost our market presence. You know, something innovative to improve sales. Just send me your thoughts in JSON format.",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
"We’ve discovered a bug that could affect our system’s financial reporting next year. However, it doesn't need immediate attention. We should revisit it in our quarterly review. How do we document this risk?",0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,"This scenario involves identifying a subtle, high-risk bug that has long-term implications, emphasizing the tension between its critical nature and asynchronous handling."
"We need to discuss the quietly lurking bug in our system that could cost us dearly in the long run. While it isn't causing immediate issues, if it remains unseen, we may face significant repercussions in the future.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"As the CEO, I am extremely frustrated with the recent coding errors that have disrupted our deadlines. This needs to be resolved immediately, and I expect full accountability from everyone involved in the project.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,1,0,0,0,0,0,0,0,
